username,connections_count,followers_count,following_count,activity_count,number_of_posts,account_age_days,bio_length,has_profile_pic,has_cover_photo,followers_following_ratio,label
poojasingh,5021,247,4774,59,43,83,36,1,0,0.05,1
suman926,2763,294,2469,26,8,65,9,0,1,0.12,1
sneha_911,99451,98411,1040,1835,424,2522,56,1,1,94.63,0
yogeshpatel,38278,37083,1195,2749,480,2182,150,1,1,31.03,0
riya_354,94608,93185,1423,4944,165,2816,111,1,1,65.48,0
ankit_390,9116,7607,1509,4243,1858,2214,97,1,1,5.04,0
nikhil_singh,2857,117,2740,34,18,15,34,1,1,0.04,1
rahul_pawar,1748,208,1540,30,5,119,3,0,1,0.14,1
yogesh.patel,18446,16930,1516,4144,140,948,68,1,1,11.17,0
suresh.mehta,2882,162,2720,67,20,46,14,0,1,0.06,1
krishna_kale,65418,64140,1278,3237,246,651,118,1,1,50.19,0
vihaansharma,1486,39,1447,37,39,68,47,1,1,0.03,1
kavya526,2171,136,2035,59,7,61,29,0,0,0.07,1
neha.bhise,41512,39799,1713,2516,1522,259,101,1,0,23.23,0
vihaan_kadam,7240,6939,301,4148,1903,567,158,1,0,23.05,0
aishwarya_374,4219,75,4144,47,30,126,12,0,0,0.02,1
ananya190,40967,40119,848,335,1254,824,65,1,0,47.31,0
suresh_601,2272,118,2154,64,37,180,39,1,1,0.05,1
prajkta.sutar,93762,93340,422,3856,1740,2140,129,1,0,221.18,0
riya_540,64048,62610,1438,3026,1293,1740,57,1,1,43.54,0
divya143,2038,58,1980,41,35,90,19,1,1,0.03,1
arjun.sharma,3737,126,3611,71,14,88,35,1,0,0.03,1
prathamesh_291,1935,269,1666,79,43,102,37,1,1,0.16,1
aishwarya_kulkarni,4189,66,4123,59,12,163,21,1,0,0.02,1
rohan613,72762,72148,614,123,1945,1272,76,1,1,117.5,0
aarav_986,2588,159,2429,61,18,83,36,0,1,0.07,1
riya.joshi,12194,11939,255,4521,1405,785,90,1,1,46.82,0
neha.shinde,3744,277,3467,44,43,113,1,1,0,0.08,1
ishaan_790,8478,6569,1909,390,61,2366,54,1,0,3.44,0
riya143,913,221,692,1,11,29,39,0,0,0.32,1
priya_261,82585,82244,341,4968,1417,2027,140,1,1,241.18,0
nikita941,82331,81489,842,2430,880,926,54,1,1,96.78,0
shreyapatel,4528,44,4484,51,40,58,14,1,1,0.01,1
aarav.kadam,4365,17,4348,64,26,4,3,1,1,0.0,1
sai980,1015,55,960,62,0,146,45,1,0,0.06,1
krishna.kulkarni,3065,141,2924,5,5,60,42,0,0,0.05,1
sureshchavhan,2075,165,1910,23,43,44,9,0,0,0.09,1
saimehta,78984,78828,156,156,210,2634,144,1,0,505.31,0
ananya_403,96016,94952,1064,1249,1716,603,159,1,0,89.24,0
amit848,3585,293,3292,20,44,162,48,1,0,0.09,1
suman_pawar,20547,20011,536,4545,588,1501,73,1,0,37.33,0
ishaan_kulkarni,4829,36,4793,8,44,148,30,0,0,0.01,1
rahul_840,2973,230,2743,34,0,115,14,1,1,0.08,1
aaravkulkarni,74558,74272,286,2423,1671,2477,96,1,1,259.69,0
aishwaryakulkarni,37364,36765,599,3553,323,267,88,1,0,61.38,0
aaravkale,26536,24538,1998,2444,1231,2978,67,1,0,12.28,0
yogesh.chavhan,1329,292,1037,24,11,60,46,1,0,0.28,1
priya816,3710,143,3567,28,6,65,12,0,1,0.04,1
shreyapawar,2126,1182,944,4918,719,302,120,1,1,1.25,0
yogesh_jadhav,22630,22022,608,4974,1050,1627,69,1,1,36.22,0
ishaanjadhav,56445,55871,574,3674,1223,1816,128,1,0,97.34,0
arjunpatel,95554,94577,977,179,1787,1161,60,1,1,96.8,0
aishwarya962,47343,45694,1649,1004,1607,380,106,1,1,27.71,0
nikita404,2324,78,2246,47,41,22,41,1,1,0.03,1
riya.shinde,12941,11098,1843,3633,224,2594,80,1,0,6.02,0
ishaan_joshi,4125,268,3857,27,28,49,2,1,0,0.07,1
riyasingh,4846,228,4618,6,35,143,15,0,0,0.05,1
kunal_sharma,1067,130,937,63,25,137,2,1,0,0.14,1
amit_gaikwad,654,57,597,79,2,108,39,1,1,0.1,1
aarav_joshi,33855,31866,1989,4791,212,2774,111,1,0,16.02,0
kavya776,14484,12825,1659,4824,1798,1713,99,1,0,7.73,0
rahul.shinde,95634,93733,1901,3239,960,238,83,1,0,49.31,0
ananya.gaikwad,34884,34384,500,4509,430,1361,68,1,0,68.77,0
kavya_616,4898,123,4775,38,23,27,6,0,0,0.03,1
kunal_singh,715,202,513,50,46,48,26,1,1,0.39,1
yogesh_kale,1690,365,1325,3459,1495,2819,80,1,1,0.28,0
ankit_sutar,3493,260,3233,16,10,45,11,0,1,0.08,1
pooja.kadam,23395,22871,524,589,1866,1789,90,1,0,43.65,0
nikhil_150,3286,157,3129,59,12,126,44,0,1,0.05,1
ishaan.kadam,4984,159,4825,66,42,168,15,1,0,0.03,1
prajktakharat,3817,7,3810,21,25,111,23,0,1,0.0,1
aditya_800,3225,60,3165,26,16,73,39,1,1,0.02,1
shreyakamble,79626,78398,1228,2180,1095,1453,50,1,0,63.84,0
nikita529,3622,99,3523,69,29,140,47,1,1,0.03,1
nikitachavhan,82795,81253,1542,1719,634,1161,141,1,0,52.69,0
suresh.kulkarni,86697,86428,269,106,476,2827,128,1,0,321.29,0
suman.kharat,3685,116,3569,62,30,159,33,0,0,0.03,1
poojapatil,13846,13593,253,1554,315,1279,92,1,0,53.73,0
ishaan328,4051,0,4051,16,18,162,48,0,0,0.0,1
ankit_kulkarni,3484,293,3191,52,28,102,6,0,0,0.09,1
prajkta_488,54764,52837,1927,1875,493,2584,77,1,1,27.42,0
ishaan710,1330,197,1133,21,31,175,28,1,1,0.17,1
adityapatil,14327,14263,64,594,1543,1474,152,1,1,222.86,0
aditya_396,83463,82920,543,3483,188,2296,102,1,0,152.71,0
prathamesh_gaikwad,23874,22274,1600,422,1783,228,60,1,0,13.92,0
sai_patil,60692,60189,503,677,964,1280,57,1,0,119.66,0
riya_45,99487,98350,1137,2831,62,1146,124,1,1,86.5,0
shreya.kamble,37309,36589,720,3109,1767,919,95,1,0,50.82,0
ishaan_chavhan,56275,55340,935,2828,322,2845,55,1,0,59.19,0
prajkta.singh,754,151,603,35,36,107,20,1,1,0.25,1
neha181,688,6,682,35,11,19,45,1,0,0.01,1
yogesh.gaikwad,4023,168,3855,64,25,57,46,1,1,0.04,1
kavya_887,68588,67277,1311,895,974,814,59,1,1,51.32,0
ananya275,43813,43633,180,1448,1111,2765,52,1,1,242.41,0
aishwarya.kale,85530,83999,1531,3892,766,1478,104,1,0,54.87,0
arjunbhise,90448,89522,926,388,631,497,111,1,1,96.68,0
ananyakadam,31046,29735,1311,3119,1464,2669,156,1,1,22.68,0
aishwarya.joshi,66444,65625,819,4161,659,1593,83,1,1,80.13,0
rahul_841,1997,64,1933,54,33,123,11,1,1,0.03,1
yogesh.sutar,4236,46,4190,9,20,11,50,1,1,0.01,1
vivaan135,27095,25979,1116,997,275,1974,89,1,0,23.28,0
aishwarya159,488,145,343,25,15,169,26,0,1,0.42,1
mrunalgaikwad,1486,150,1336,76,8,39,14,0,1,0.11,1
krishna.kadam,18473,17557,916,308,1113,409,111,1,1,19.17,0
priya.patil,5321,3457,1864,749,944,603,141,1,0,1.85,0
divyakadam,579,214,365,69,12,14,9,1,0,0.59,1
aditya112,3467,243,3224,45,35,150,50,0,0,0.08,1
riya.kamble,53273,52760,513,3077,1231,2298,97,1,0,102.85,0
riya_bhise,1955,214,1741,51,46,133,32,1,0,0.12,1
kunal_mehta,895,195,700,13,35,69,3,0,1,0.28,1
nikita.sharma,90811,89193,1618,1449,687,396,63,1,0,55.13,0
rahul.sharma,49224,48316,908,3311,424,662,59,1,1,53.21,0
priya_109,5176,4810,366,2299,1624,1281,123,1,0,13.14,0
sureshbhise,42419,42111,308,1339,293,2892,75,1,0,136.72,0
divyakharat,25130,24139,991,4027,1348,1697,98,1,1,24.36,0
prathameshkulkarni,35393,35007,386,2699,1729,834,160,1,1,90.69,0
mrunal171,1907,153,1754,76,11,100,49,1,0,0.09,1
poojapatel,58585,58454,131,1432,302,2317,104,1,0,446.21,0
rohan.sharma,88357,87844,513,760,653,812,105,1,1,171.24,0
sureshjadhav,1239,219,1020,2,42,177,33,1,0,0.21,1
rohan_patel,3407,1754,1653,3505,626,2655,105,1,1,1.06,0
ananya_594,4050,77,3973,43,24,86,23,0,0,0.02,1
aishwarya.kulkarni,80883,79787,1096,2933,1928,665,144,1,0,72.8,0
kunalshinde,3390,231,3159,30,36,111,33,1,1,0.07,1
krishna_chavhan,57441,56509,932,621,1556,2222,65,1,0,60.63,0
yogesh930,3977,256,3721,46,44,161,47,0,1,0.07,1
shivaligaikwad,795,146,649,15,33,42,0,1,1,0.22,1
kunal915,879,217,662,21,22,9,3,0,1,0.33,1
aarav.kulkarni,1095,285,810,77,20,102,3,1,0,0.35,1
vivaan.chavhan,1970,14,1956,19,21,108,18,0,0,0.01,1
riya780,90563,89821,742,2343,1075,2469,145,1,0,121.05,0
aishwarya52,85819,84184,1635,3480,1968,2130,147,1,0,51.49,0
ananya_jadhav,3650,96,3554,43,45,161,18,1,1,0.03,1
vihaan.kamble,84278,84161,117,4683,222,2924,84,1,0,719.32,0
rohan_patel,1333,180,1153,32,31,133,25,0,0,0.16,1
adityasutar,49231,47458,1773,4322,1597,2745,132,1,1,26.77,0
ishaankadam,5003,34,4969,46,36,159,46,1,0,0.01,1
riya325,2699,161,2538,32,12,6,39,0,1,0.06,1
pooja27,48656,48380,276,1573,715,979,134,1,1,175.29,0
vihaan_697,59295,58527,768,2736,1395,2476,129,1,1,76.21,0
aditya489,3784,15,3769,57,12,71,12,1,1,0.0,1
prathameshkadam,1838,199,1639,12,12,165,35,1,0,0.12,1
nikita.singh,5031,148,4883,75,33,82,7,0,1,0.03,1
priyajoshi,2939,252,2687,22,48,180,11,0,0,0.09,1
rahul.sharma,57882,57738,144,4044,1218,2960,63,1,0,400.96,0
sai.bhise,24287,23492,795,432,1293,1365,128,1,1,29.55,0
riyakharat,68904,66929,1975,3494,1789,1145,72,1,0,33.89,0
arjunjoshi,61890,60791,1099,1236,1725,425,103,1,0,55.31,0
rohan_kulkarni,13052,12881,171,523,1675,2614,137,1,0,75.33,0
ishaanpatil,3187,133,3054,27,13,58,47,1,0,0.04,1
vihaan_153,70373,69845,528,1102,1301,490,55,1,0,132.28,0
kavyasharma,35157,33612,1545,672,566,1029,118,1,1,21.76,0
adityapatel,2124,1057,1067,3006,1491,2290,95,1,1,0.99,0
shivali_25,2628,155,2473,40,24,143,9,1,1,0.06,1
nikhil576,88296,87735,561,2333,236,1047,63,1,0,156.39,0
arjun_kale,3453,112,3341,62,34,71,48,1,0,0.03,1
kunal_634,53013,52698,315,2015,377,407,131,1,0,167.3,0
aditya_kadam,33938,32017,1921,266,1567,2630,51,1,0,16.67,0
yogesh_gaikwad,3015,106,2909,67,28,76,2,0,0,0.04,1
shivali.shinde,61639,61268,371,2075,135,2110,53,1,1,165.14,0
divyapawar,78943,77949,994,4289,1756,2605,116,1,0,78.42,0
vihaan_sutar,13290,12279,1011,3647,1348,1328,147,1,1,12.15,0
rahul67,79690,79199,491,274,214,2657,94,1,0,161.3,0
ananya.jadhav,78455,76824,1631,4320,1954,445,147,1,1,47.1,0
poojajoshi,1667,286,1381,54,33,163,22,0,0,0.21,1
shreya_shinde,29152,28842,310,2948,1841,1776,143,1,0,93.04,0
priya636,21676,21042,634,940,805,1002,97,1,1,33.19,0
kunal.pawar,3184,277,2907,0,4,134,7,0,0,0.1,1
shivali_kulkarni,26285,25688,597,4152,890,479,51,1,0,43.03,0
suman_97,90065,88961,1104,2332,1350,2954,66,1,0,80.58,0
kavya_kamble,4998,45,4953,60,46,166,13,0,0,0.01,1
aishwarya485,90050,88159,1891,4972,653,2741,114,1,0,46.62,0
kavya.sharma,917,132,785,63,26,130,39,1,0,0.17,1
ishaan.jadhav,94416,93937,479,1884,905,577,85,1,0,196.11,0
ankit_78,79052,78575,477,1904,520,594,148,1,1,164.73,0
pooja.pawar,4692,272,4420,25,40,68,23,1,1,0.06,1
suman927,9434,8366,1068,3165,598,768,129,1,0,7.83,0
ishaan923,3987,145,3842,38,1,164,46,0,0,0.04,1
mrunal.kharat,64193,64041,152,4754,560,1017,131,1,1,421.32,0
suman_361,31244,31056,188,2870,1741,1787,109,1,1,165.19,0
vivaan_992,1351,167,1184,28,22,57,24,1,0,0.14,1
sneha_672,4110,289,3821,56,8,96,41,0,1,0.08,1
vihaan_761,80720,80319,401,3785,683,533,123,1,0,200.3,0
aditya.gaikwad,4530,75,4455,79,42,80,1,1,1,0.02,1
prajkta_kadam,2441,31,2410,34,13,73,46,1,1,0.01,1
sai991,3663,23,3640,62,24,113,50,0,0,0.01,1
aditya628,39825,39374,451,666,343,289,159,1,0,87.3,0
riya347,93373,91503,1870,1872,797,2829,77,1,1,48.93,0
riya340,4996,91,4905,15,0,115,41,1,0,0.02,1
prathamesh813,4511,293,4218,8,29,109,17,1,1,0.07,1
kunal477,5023,265,4758,20,10,87,20,0,0,0.06,1
divya466,20807,20419,388,3913,1211,2907,74,1,1,52.63,0
ankit_311,4686,263,4423,56,9,115,9,1,1,0.06,1
prajktakharat,2828,257,2571,4,37,63,23,1,0,0.1,1
sneha_47,87729,87528,201,1857,540,2527,89,1,0,435.46,0
arjun664,60734,60522,212,2902,1046,2836,56,1,1,285.48,0
aarav.chavhan,36771,35500,1271,465,1938,1769,56,1,0,27.93,0
sai_jadhav,7093,6448,645,4137,626,414,127,1,1,10.0,0
ankitsutar,49212,48828,384,4520,884,1129,129,1,0,127.16,0
mrunal.gaikwad,2619,229,2390,37,47,82,23,0,1,0.1,1
aishwarya.joshi,2449,15,2434,30,11,116,36,0,1,0.01,1
sneha_kulkarni,3641,142,3499,68,36,27,30,1,0,0.04,1
ankitjadhav,90080,88961,1119,3099,1849,2977,84,1,0,79.5,0
nikhil.kadam,32762,32362,400,109,1511,2698,127,1,1,80.91,0
prathameshbhise,42506,41065,1441,3620,398,1940,120,1,1,28.5,0
nikhilkamble,44370,43174,1196,2995,986,1423,50,1,0,36.1,0
sai_597,1659,167,1492,64,26,39,43,1,1,0.11,1
nikhil427,1577,294,1283,2,14,77,22,0,0,0.23,1
divya_joshi,4699,125,4574,17,28,162,10,1,1,0.03,1
suresh_sutar,83586,81794,1792,2116,1375,2709,65,1,1,45.64,0
rahuljoshi,12011,11092,919,3461,1913,1579,131,1,1,12.07,0
priya_70,37012,36190,822,2882,1217,477,145,1,1,44.03,0
priya_340,3691,155,3536,23,32,176,17,0,0,0.04,1
divyapatel,10111,9918,193,2345,566,1183,104,1,0,51.39,0
aaravpatel,65888,65784,104,2359,1663,809,151,1,0,632.54,0
mrunal_kale,85381,85270,111,4959,175,1331,89,1,1,768.2,0
aishwarya_366,3063,155,2908,58,5,28,23,0,0,0.05,1
sureshgaikwad,4313,212,4101,64,1,110,1,0,0,0.05,1
shreya_patel,96318,94653,1665,1361,1046,213,144,1,0,56.85,0
shreya_584,1229,119,1110,33,10,115,35,1,1,0.11,1
nikita927,5235,283,4952,16,12,31,33,1,1,0.06,1
rohan_462,779,65,714,19,38,101,34,0,1,0.09,1
pooja_singh,4387,221,4166,27,24,85,41,0,1,0.05,1
shivalikulkarni,5059,195,4864,41,39,119,5,0,1,0.04,1
shivali_pawar,28654,27931,723,366,1804,304,114,1,0,38.63,0
sai.singh,2979,139,2840,75,33,122,48,1,1,0.05,1
nikita.bhise,1944,271,1673,61,49,169,43,0,0,0.16,1
vivaan.kadam,79843,79674,169,1345,369,2656,86,1,1,471.44,0
aishwarya_653,2592,138,2454,73,25,137,49,0,1,0.06,1
amit.patil,869,146,723,18,15,70,5,1,0,0.2,1
ananya.kamble,2211,86,2125,39,13,133,32,1,0,0.04,1
krishna_kadam,97414,96502,912,4031,1192,1059,131,1,1,105.81,0
aishwaryashinde,544,180,364,59,32,78,4,0,1,0.49,1
kunal_sutar,3868,45,3823,20,24,142,17,1,0,0.01,1
rahul767,1133,279,854,66,36,74,44,1,0,0.33,1
prajktapawar,3694,236,3458,3,14,117,1,1,0,0.07,1
suresh_patel,23000,21442,1558,3224,476,1095,75,1,0,13.76,0
vivaanbhise,2269,271,1998,52,27,113,30,0,0,0.14,1
rahul_177,34244,33881,363,2362,717,2331,55,1,0,93.34,0
divya_545,38828,38473,355,816,803,555,157,1,0,108.37,0
pooja_kulkarni,62434,60771,1663,531,712,1860,73,1,1,36.54,0
shreya49,16627,15446,1181,3149,1106,1408,87,1,0,13.08,0
aishwarya_gaikwad,3616,257,3359,1,27,24,20,0,0,0.08,1
divya_272,812,76,736,67,28,58,32,0,0,0.1,1
priya_shinde,4726,129,4597,5,17,165,27,0,1,0.03,1
prathamesh_780,4434,3384,1050,286,645,1175,73,1,1,3.22,0
ishaan324,71735,70128,1607,175,1080,643,156,1,0,43.64,0
priya_bhise,64920,64844,76,3869,1908,2670,130,1,0,853.21,0
suman641,1214,144,1070,9,18,147,7,1,1,0.13,1
nikitapatel,4437,296,4141,5,34,168,38,1,1,0.07,1
sneha_kulkarni,4248,2866,1382,4251,1779,425,53,1,1,2.07,0
prajkta232,4767,141,4626,36,13,168,8,0,1,0.03,1
aditya_mehta,76449,76343,106,3890,56,2713,64,1,1,720.22,0
rohan_chavhan,89341,89057,284,1932,127,2309,154,1,0,313.58,0
ankit.kadam,76192,74499,1693,992,1874,557,159,1,1,44.0,0
suman_bhise,1133,254,879,79,44,109,18,1,1,0.29,1
ankitbhise,8082,6935,1147,4538,1297,1887,88,1,0,6.05,0
neha_397,75690,74865,825,3189,793,2974,69,1,0,90.75,0
yogeshkale,2245,276,1969,56,49,57,31,0,1,0.14,1
rahul_pawar,3692,234,3458,0,12,150,9,1,1,0.07,1
rohan974,51945,51763,182,2471,1701,1246,59,1,0,284.41,0
ishaansingh,88503,87413,1090,2254,1800,1243,157,1,1,80.2,0
shreya474,1643,249,1394,66,25,150,30,1,0,0.18,1
divya.chavhan,3526,54,3472,21,11,56,13,0,1,0.02,1
ananyakharat,4562,97,4465,6,16,66,28,1,1,0.02,1
kavya_singh,2650,230,2420,59,19,12,42,1,1,0.1,1
nikita.mehta,4730,168,4562,41,43,159,12,0,1,0.04,1
suman_340,2564,148,2416,32,27,24,10,1,1,0.06,1
ankit.patil,1979,52,1927,67,4,99,16,1,0,0.03,1
shreya.jadhav,28457,26882,1575,4009,99,1161,67,1,0,17.07,0
ananya_mehta,3552,254,3298,18,22,8,7,1,1,0.08,1
riya_852,56544,55923,621,3297,1407,1930,109,1,1,90.05,0
rohan.mehta,3211,2274,937,2499,848,2119,67,1,0,2.43,0
nikita_577,1512,188,1324,80,33,138,14,1,0,0.14,1
suman_pawar,664,131,533,14,40,123,35,0,1,0.25,1
nikita270,98531,98341,190,134,1469,279,79,1,1,517.58,0
prajkta_459,3662,97,3565,15,10,155,7,1,1,0.03,1
krishna_chavhan,84401,83912,489,2293,505,488,141,1,0,171.6,0
yogesh159,75739,74211,1528,2145,325,2113,92,1,1,48.57,0
pooja199,4203,33,4170,63,30,141,20,0,0,0.01,1
aishwarya.pawar,53924,52501,1423,724,126,779,136,1,1,36.89,0
ankitkulkarni,63059,61247,1812,3007,1551,2056,73,1,0,33.8,0
pooja_singh,1468,161,1307,72,46,21,9,1,1,0.12,1
nikitamehta,3466,263,3203,66,22,125,48,0,1,0.08,1
shivali926,78213,76594,1619,687,281,1397,58,1,0,47.31,0
pooja_kharat,66273,65984,289,1540,1630,947,92,1,1,228.32,0
poojachavhan,2865,153,2712,17,15,161,27,0,0,0.06,1
shreya.joshi,35488,33702,1786,4878,141,2280,88,1,1,18.87,0
aishwarya.mehta,52582,51667,915,3414,821,420,55,1,1,56.47,0
shreyapatil,4771,111,4660,20,8,148,48,0,0,0.02,1
vivaan_237,82352,81766,586,3607,1193,816,145,1,0,139.53,0
pooja_821,4029,269,3760,54,37,5,32,0,1,0.07,1
amitsutar,3082,222,2860,72,27,170,49,0,1,0.08,1
ishaan.singh,1635,62,1573,20,10,26,42,1,0,0.04,1
suresh_kulkarni,32326,31283,1043,1826,961,1589,126,1,0,29.99,0
yogesh_patil,21788,20765,1023,876,404,2694,123,1,1,20.3,0
rahulpatil,28074,26547,1527,4148,1662,1537,65,1,0,17.39,0
arjunmehta,61908,60039,1869,4140,446,2891,92,1,0,32.12,0
shivalijadhav,2236,125,2111,10,16,153,23,0,0,0.06,1
prajkta.pawar,4123,5,4118,32,47,87,11,0,1,0.0,1
prajkta950,62693,61915,778,1503,755,403,152,1,1,79.58,0
shivali_bhise,38584,37295,1289,1201,1965,1756,121,1,1,28.93,0
amitshinde,446,4,442,61,14,168,43,0,0,0.01,1
vivaan970,31094,29933,1161,1421,1797,1574,64,1,0,25.78,0
priyasutar,2348,139,2209,22,8,74,5,1,1,0.06,1
prajkta672,394,59,335,78,19,147,31,1,1,0.18,1
pooja_464,4898,10,4888,57,25,147,3,0,1,0.0,1
prathamesh.mehta,12027,11026,1001,3941,482,2665,54,1,1,11.01,0
krishna.jadhav,96308,94512,1796,3619,1322,2938,105,1,1,52.62,0
mrunaljoshi,48239,46438,1801,4857,279,1221,65,1,1,25.78,0
shreya_patil,80479,79618,861,1037,778,326,99,1,0,92.47,0
aditya_kale,69566,67825,1741,1764,239,1560,115,1,1,38.96,0
rahul.bhise,76340,74746,1594,4657,271,2492,67,1,0,46.89,0
nehakulkarni,84293,82877,1416,224,1347,2473,51,1,1,58.53,0
sneha.shinde,69709,69519,190,4989,702,1320,107,1,0,365.89,0
sneha_407,1798,65,1733,55,42,43,6,1,1,0.04,1
nehakharat,70054,68433,1621,4892,448,1704,85,1,1,42.22,0
kunalkadam,39941,38418,1523,653,711,2818,78,1,0,25.23,0
aishwarya.kulkarni,62187,60918,1269,2877,1796,1706,79,1,1,48.0,0
kavya.chavhan,84045,82057,1988,947,1475,1519,149,1,1,41.28,0
aishwarya_mehta,5032,45,4987,30,12,94,12,1,1,0.01,1
divya.kale,36735,35854,881,818,1794,1505,68,1,0,40.7,0
nikhil_patil,18122,17751,371,3125,1842,1043,130,1,1,47.85,0
nikhil.gaikwad,90300,89552,748,2609,648,661,111,1,0,119.72,0
krishna758,3674,72,3602,17,32,67,13,0,1,0.02,1
arjunmehta,98100,96109,1991,3328,1762,2267,75,1,1,48.27,0
arjun57,1195,98,1097,18,17,2,16,0,0,0.09,1
sai_kadam,78636,77142,1494,1351,1677,1355,61,1,1,51.63,0
pooja_bhise,42501,41869,632,545,236,2665,71,1,0,66.25,0
kunal_kharat,2848,5,2843,71,11,65,35,1,0,0.0,1
mrunaljoshi,29899,28649,1250,3884,1100,1979,57,1,0,22.92,0
sai_kulkarni,433,58,375,14,34,50,15,1,0,0.15,1
arjun_55,3595,181,3414,50,28,80,6,0,1,0.05,1
nikhil820,4155,134,4021,28,49,162,18,0,0,0.03,1
nikhil_sharma,2609,48,2561,68,25,10,41,1,1,0.02,1
rohan_769,38875,38004,871,2696,1084,480,50,1,0,43.63,0
snehasingh,3035,46,2989,55,25,46,34,1,0,0.02,1
suman_joshi,3750,143,3607,29,33,104,50,0,1,0.04,1
amit.kulkarni,73145,72489,656,2652,1939,2347,92,1,0,110.5,0
riya.sharma,5005,77,4928,47,7,57,17,0,0,0.02,1
aarav.shinde,4149,159,3990,22,49,46,40,0,0,0.04,1
sneha_kamble,39455,37805,1650,2204,396,1528,73,1,0,22.91,0
prathamesh742,63914,63434,480,2370,977,967,67,1,0,132.15,0
vivaan_587,4878,26,4852,34,30,145,23,0,0,0.01,1
aarav_kulkarni,3048,187,2861,38,47,172,10,1,0,0.07,1
ishaankulkarni,4448,4,4444,9,46,60,40,0,0,0.0,1
aditya_patel,4040,228,3812,66,27,46,30,1,1,0.06,1
rahul_815,76041,74330,1711,4150,974,2841,160,1,0,43.44,0
vihaanbhise,88005,87249,756,1890,1188,1621,68,1,0,115.41,0
amit519,4969,198,4771,1,30,83,7,1,0,0.04,1
arjun662,1303,176,1127,75,22,22,25,1,1,0.16,1
vivaangaikwad,21696,19870,1826,1694,1885,2113,64,1,1,10.88,0
suresh932,68408,68154,254,1638,672,1632,110,1,0,268.32,0
vihaansutar,4162,2340,1822,2883,1751,431,120,1,0,1.28,0
aditya_chavhan,4660,33,4627,13,18,75,18,1,1,0.01,1
divya_kadam,4605,191,4414,6,50,19,45,1,1,0.04,1
aishwarya_kadam,20615,19534,1081,4477,965,2461,83,1,0,18.07,0
aarav_830,45558,45284,274,673,832,1735,103,1,1,165.27,0
suresh_kulkarni,604,56,548,47,14,8,45,1,0,0.1,1
suman.shinde,1581,134,1447,48,1,134,28,0,1,0.09,1
prathamesh.jadhav,2737,233,2504,48,17,152,39,0,1,0.09,1
rahul_jadhav,4799,166,4633,35,41,106,3,0,1,0.04,1
sneha_chavhan,2704,1686,1018,4608,641,432,89,1,1,1.66,0
ananya752,42588,42071,517,839,241,1145,69,1,0,81.38,0
sumanpatil,59780,58926,854,1910,459,1857,59,1,1,69.0,0
mrunal.singh,82373,81890,483,1073,378,1178,61,1,0,169.54,0
vihaan_158,714,121,593,65,42,142,24,0,1,0.2,1
rohanpawar,3918,9,3909,77,31,161,17,0,1,0.0,1
vihaan_gaikwad,37487,36042,1445,3599,681,558,118,1,0,24.94,0
aarav359,87491,86435,1056,2393,74,2434,126,1,0,81.85,0
neha.kamble,5201,240,4961,44,16,58,44,1,1,0.05,1
prajkta.patil,1182,110,1072,28,6,14,8,0,0,0.1,1
rahulmehta,19492,17634,1858,3824,993,1356,138,1,0,9.49,0
riya.patel,4779,158,4621,33,49,59,5,1,1,0.03,1
kunal_209,4003,133,3870,67,6,2,39,1,1,0.03,1
yogeshkadam,3922,220,3702,8,24,176,28,0,0,0.06,1
kunal_109,60716,59258,1458,1464,91,556,149,1,1,40.64,0
shreya_769,2263,13,2250,63,6,2,29,1,1,0.01,1
suresh109,3722,140,3582,61,46,151,44,0,1,0.04,1
vihaanjadhav,3390,140,3250,71,25,109,3,1,0,0.04,1
nikita_pawar,2656,79,2577,50,2,14,9,1,1,0.03,1
prathamesh_742,3082,296,2786,58,4,19,9,1,1,0.11,1
arjun_kale,90030,88066,1964,4304,937,884,93,1,0,44.84,0
yogesh_joshi,32275,30578,1697,3966,419,329,155,1,1,18.02,0
sureshsutar,2252,34,2218,49,28,22,18,1,1,0.02,1
amit355,1146,184,962,16,34,151,19,1,0,0.19,1
poojakharat,2413,95,2318,8,26,180,33,0,0,0.04,1
snehasingh,1279,184,1095,71,12,10,13,1,0,0.17,1
yogesh.kale,3024,34,2990,2,27,6,17,1,1,0.01,1
ananya752,22889,21328,1561,583,1561,324,114,1,0,13.66,0
amitchavhan,2758,192,2566,23,25,72,19,1,0,0.07,1
prathamesh_kale,94140,93863,277,2567,1004,373,130,1,0,338.86,0
nikhil_shinde,3871,300,3571,33,17,119,29,0,0,0.08,1
vihaan603,4483,139,4344,1,4,103,10,1,1,0.03,1
ananya.jadhav,4018,53,3965,21,6,19,17,1,0,0.01,1
vihaan593,2439,88,2351,4,5,98,0,0,0,0.04,1
shivali.chavhan,4759,157,4602,15,45,92,50,1,0,0.03,1
mrunal_kharat,75578,75106,472,2425,343,2928,55,1,1,159.12,0
arjun_36,1009,217,792,18,23,65,47,1,1,0.27,1
nikita566,82006,81168,838,1760,1528,300,58,1,1,96.86,0
aarav_400,2475,129,2346,76,50,25,27,1,0,0.05,1
ankit794,4131,3946,185,2087,90,2957,75,1,0,21.33,0
kunal_sharma,63840,63102,738,817,782,929,57,1,0,85.5,0
shreya_584,2907,11,2896,50,49,79,10,1,1,0.0,1
aaravgaikwad,5217,277,4940,44,38,53,18,1,1,0.06,1
prajkta.sharma,3611,295,3316,73,6,58,3,0,1,0.09,1
